churn_probability,churn_predicted,risk_category,target,total_mrr,tenure_days,avg_satisfaction_score
0.6336126971249472,1,High Risk,1,9432,237,3.0
0.6326543644961282,1,High Risk,1,14322,263,0.0
0.6277210733617992,1,High Risk,1,44322,120,4.0
0.625673833865662,1,High Risk,1,19402,496,3.6666666666666665
0.6239585005370947,1,High Risk,1,87957,106,4.0
0.6217533668539459,1,High Risk,1,36445,134,3.333333333333333
0.6197326425342689,1,High Risk,1,25034,575,4.25
0.6195735045420921,1,High Risk,1,14087,455,4.333333333333333
0.6189922156770055,1,High Risk,1,14293,407,4.0
0.618510268496522,1,High Risk,1,27873,251,0.0
0.6169128029205045,1,High Risk,1,27994,661,4.0
0.6127544161972401,1,High Risk,1,18926,65,3.6666666666666665
0.6104240254678761,1,High Risk,1,16613,55,4.0
0.6092050072701294,1,High Risk,1,17315,415,4.5
0.6067047817594974,1,High Risk,0,13728,593,4.0
0.6060124780848114,1,High Risk,1,21770,188,4.0
0.602802942287321,1,High Risk,1,14048,319,4.0
0.6008801066741946,1,High Risk,1,8787,604,3.5
0.6003895519573218,1,High Risk,0,11390,411,3.0
0.5997079094173821,1,High Risk,0,26703,575,4.666666666666667
0.5988228503620636,1,High Risk,1,16229,545,0.0
0.5976389528076214,1,High Risk,1,7586,401,4.333333333333333
0.5968662714666941,1,High Risk,1,10004,503,4.0
0.5955494750247423,1,High Risk,1,16139,702,4.0
0.5951993062973522,1,High Risk,1,20683,562,4.333333333333333
0.5950423553360126,1,High Risk,1,28862,604,4.0
0.593414154158182,1,High Risk,1,19088,299,3.0
0.5898183255358259,1,High Risk,1,16358,110,3.5
0.5887552990860389,1,High Risk,1,30550,279,5.0
0.5858630388226217,1,High Risk,1,39516,659,3.0
0.5857288783995369,1,High Risk,0,22675,424,4.0
0.5857178773228884,1,High Risk,1,17040,433,3.5
0.5841762324018887,1,High Risk,0,11825,258,4.333333333333333
0.5800089606321079,1,High Risk,1,13484,439,4.6
0.5798436977446249,1,High Risk,1,2104,379,3.6666666666666665
0.5747006142891875,1,High Risk,0,32956,279,4.5
0.5734958899730611,1,High Risk,1,23800,5,3.8333333333333335
0.5718489289084004,1,High Risk,1,6797,99,4.0
0.5669845047768951,1,High Risk,1,11956,552,3.75
0.5636929948422411,1,High Risk,0,21567,588,4.0
0.5623286618936749,1,High Risk,1,23057,113,3.6666666666666665
0.5616063129384923,1,High Risk,1,48060,298,3.5
0.5615556823712285,1,High Risk,1,31416,83,3.5
0.5577997162387502,1,High Risk,0,8353,623,3.0
0.5576483378496292,1,High Risk,0,19958,131,3.0
0.5543458814252467,1,High Risk,0,23833,542,3.6666666666666665
0.5513453199013594,1,High Risk,0,34198,58,4.0
0.5434684610570479,1,High Risk,1,9420,673,4.0
0.5419414553456494,1,High Risk,0,12610,584,4.333333333333333
0.5393192489681694,1,High Risk,1,11756,485,4.2
0.5369344858252857,1,High Risk,1,30958,349,4.0
0.5353185374855802,1,High Risk,0,15478,193,5.0
0.53505294627996,1,High Risk,0,15468,508,4.333333333333333
0.5332302398094287,1,High Risk,0,12548,332,4.0
0.5267273088206114,1,High Risk,1,17114,481,3.333333333333333
0.5255413252349355,1,High Risk,1,10362,200,5.0
0.5236109742931961,1,High Risk,0,34782,550,4.0
0.5226577657842767,1,High Risk,1,21734,475,5.0
0.5222380545296099,1,High Risk,0,18430,170,3.6666666666666665
0.5194667357717295,1,High Risk,0,32270,536,4.0
0.5187651077895419,1,High Risk,0,15557,81,4.0
0.518704528576145,1,High Risk,0,22770,508,4.333333333333333
0.512376832946172,1,High Risk,0,28913,108,4.5
0.511935184279125,1,High Risk,0,22582,677,0.0
0.5087012149147815,1,High Risk,0,21327,57,3.0
0.5086584221122636,1,High Risk,0,12274,77,3.5
0.507915095621583,1,High Risk,0,36041,610,3.5
0.5061353109703961,1,High Risk,1,24907,89,4.0
0.5025318692654043,1,High Risk,1,17823,524,4.0
0.49809741640955346,1,Medium Risk,1,15717,251,4.0
0.49612082815426317,1,Medium Risk,0,12137,377,5.0
0.4957388486759664,1,Medium Risk,1,13343,437,4.333333333333333
0.49556823884671625,1,Medium Risk,0,31390,133,4.0
0.4946394946237941,1,Medium Risk,1,1796,315,0.0
0.4945737309983298,1,Medium Risk,0,32394,659,4.5
0.49403358668935177,1,Medium Risk,0,10636,651,3.0
0.4934114712453522,1,Medium Risk,0,10692,378,4.333333333333333
0.49026386893231694,1,Medium Risk,1,4806,712,4.0
0.48958727245844036,1,Medium Risk,0,58404,337,4.666666666666667
0.4868239458808993,1,Medium Risk,1,24062,117,4.4
0.4861663517262897,1,Medium Risk,0,12032,168,3.75
0.485001078552121,1,Medium Risk,1,16351,37,4.0
0.48103531128380717,1,Medium Risk,0,8504,390,3.0
0.4759621976155693,1,Medium Risk,0,22673,609,3.5
0.4745087679297901,1,Medium Risk,0,33966,610,4.25
0.4733178813673827,1,Medium Risk,0,19060,226,4.0
0.4728710733040062,1,Medium Risk,0,21104,606,3.6666666666666665
0.4716798039659984,1,Medium Risk,0,26410,636,4.0
0.47108444161769547,1,Medium Risk,0,18909,600,3.0
0.4672283621084645,1,Medium Risk,0,14402,637,4.0
0.4669606305449237,1,Medium Risk,0,20338,396,3.0
0.46502368680621103,1,Medium Risk,0,26626,508,5.0
0.4647562186557397,1,Medium Risk,0,14909,494,3.5
0.4624246774225723,1,Medium Risk,0,16242,628,5.0
0.46176329148766837,1,Medium Risk,0,29085,534,4.333333333333333
0.4609104764733615,1,Medium Risk,0,42403,487,5.0
0.4574395900489492,1,Medium Risk,0,9299,409,4.0
0.4566344063340098,1,Medium Risk,0,30719,721,4.333333333333333
0.4560835185433849,1,Medium Risk,0,18746,285,4.0
0.45463424909221645,1,Medium Risk,1,21450,411,4.333333333333333
0.4534370625405541,1,Medium Risk,0,12557,611,3.5
0.45289186139279075,1,Medium Risk,0,24274,333,5.0
0.45287525973259724,1,Medium Risk,0,9275,493,0.0
0.4526369257000844,1,Medium Risk,0,12617,137,3.75
0.4516439878954062,1,Medium Risk,0,3551,101,4.333333333333333
0.4504291155537247,1,Medium Risk,0,11730,575,3.0
0.4466758235925131,1,Medium Risk,0,19435,705,4.5
0.44661730667134797,1,Medium Risk,0,30546,372,4.0
0.4462618365366878,1,Medium Risk,0,18315,119,3.6666666666666665
0.4457031006605004,1,Medium Risk,0,34140,144,4.0
0.4455976173847311,1,Medium Risk,0,29071,247,5.0
0.4436744568164134,1,Medium Risk,0,19597,167,4.333333333333333
0.4431135515901739,1,Medium Risk,1,14646,664,3.6
0.4413994944637625,1,Medium Risk,1,37042,675,3.0
0.4397936809678933,1,Medium Risk,0,11197,52,4.4
0.43809097739169617,1,Medium Risk,0,26514,130,3.25
0.4379014286939421,1,Medium Risk,0,45872,507,3.5
0.43692602084008586,1,Medium Risk,0,20915,217,3.0
0.4338595819586043,1,Medium Risk,0,9171,580,4.5
0.43286831115803986,1,Medium Risk,0,11858,497,3.5
0.4270670685832982,1,Medium Risk,0,18286,127,4.666666666666667
0.4244285879872429,1,Medium Risk,0,12569,229,4.5
0.42374902222391825,1,Medium Risk,0,69184,75,3.5
0.4230148349810923,1,Medium Risk,0,13532,315,5.0
0.42015834129790763,1,Medium Risk,0,10669,48,4.0
0.4174328478257058,1,Medium Risk,0,190,173,4.25
0.4122549046070641,1,Medium Risk,0,13096,581,4.333333333333333
0.4101554257108311,1,Medium Risk,0,17493,529,0.0
0.40907569687359846,1,Medium Risk,0,30524,279,3.6
0.4083729156007173,1,Medium Risk,0,44815,165,3.75
0.40803577585890743,1,Medium Risk,0,28788,688,5.0
0.40677032245825356,1,Medium Risk,0,44564,77,4.0
0.40534309169722627,1,Medium Risk,1,75938,226,4.0
0.40500131595179056,1,Medium Risk,0,20042,192,4.0
0.40485701865226953,1,Medium Risk,0,138060,75,4.0
0.4036381959273655,1,Medium Risk,0,20612,606,3.6666666666666665
0.4036092760341798,1,Medium Risk,0,26256,281,3.0
0.4034809672399413,1,Medium Risk,0,10252,134,4.0
0.4034072779713964,1,Medium Risk,0,15161,98,3.0
0.40302539620583194,1,Medium Risk,0,11791,295,4.0
0.4023713214096925,1,Medium Risk,0,43859,670,4.333333333333333
0.4010327393411312,1,Medium Risk,0,17524,429,4.0
0.40079209548725564,1,Medium Risk,0,26276,668,3.25
0.3997515835294756,1,Medium Risk,0,15381,306,5.0
0.39954109651579306,1,Medium Risk,0,4335,706,3.5
0.39946023800844116,1,Medium Risk,0,17931,66,4.0
0.39914928325848137,1,Medium Risk,0,18072,504,4.0
0.39889945853099534,1,Medium Risk,0,43291,200,4.6
0.39787269958854976,1,Medium Risk,0,69230,486,5.0
0.39570058717675344,1,Medium Risk,0,6268,686,3.25
0.39445734271034494,1,Medium Risk,0,29320,390,5.0
0.3932525501092459,1,Medium Risk,0,61686,38,4.5
0.39304878276752836,1,Medium Risk,0,16896,670,3.0
0.39298149755304274,1,Medium Risk,0,16633,299,3.8
0.39247815175083367,1,Medium Risk,0,5384,556,3.5
0.3909153598119138,1,Medium Risk,1,31968,407,4.5
0.39038007818697706,1,Medium Risk,0,19465,179,3.5
0.3874649335330158,1,Medium Risk,0,64400,280,3.75
0.3856503283413181,1,Medium Risk,0,15217,283,4.2
0.38361807846777063,1,Medium Risk,0,19940,212,4.5
0.3827897460750297,1,Medium Risk,0,26234,240,4.0
0.382069213008632,1,Medium Risk,1,12244,269,4.333333333333333
0.37784841948889286,1,Medium Risk,0,23919,71,4.333333333333333
0.3770994929929588,1,Medium Risk,0,10394,635,4.5
0.37702281612930855,1,Medium Risk,1,32571,98,5.0
0.37604173118882867,1,Medium Risk,0,28320,49,4.0
0.3758440298904842,1,Medium Risk,0,7452,340,4.142857142857143
0.37498641883609835,1,Medium Risk,0,18190,674,3.5
0.37385643941502456,1,Medium Risk,0,5175,157,4.0
0.3727690250803521,1,Medium Risk,0,19725,461,4.0
0.3725317136231363,1,Medium Risk,1,64653,201,4.6
0.3695141455583807,0,Medium Risk,0,8540,456,3.0
0.3666250129587094,0,Medium Risk,0,38191,399,4.666666666666667
0.36599431977340563,0,Medium Risk,0,13594,25,4.666666666666667
0.36529573192270365,0,Medium Risk,0,14638,300,3.0
0.3643623139873615,0,Medium Risk,0,18147,107,5.0
0.3641041431127976,0,Medium Risk,0,19790,226,5.0
0.3622953770505536,0,Medium Risk,0,18860,105,4.0
0.36045083037457376,0,Medium Risk,0,43521,324,4.333333333333333
0.36001238318258716,0,Medium Risk,0,61935,167,3.0
0.3573569329781238,0,Medium Risk,0,10299,40,0.0
0.3572266375768923,0,Medium Risk,0,5606,25,3.6666666666666665
0.35641098700697404,0,Medium Risk,0,27661,702,3.4
0.35570087979388865,0,Medium Risk,0,11332,439,4.0
0.3539731058790481,0,Medium Risk,0,52089,405,4.333333333333333
0.35392322390535774,0,Medium Risk,0,28549,23,3.0
0.35114916449064126,0,Medium Risk,0,52204,56,4.666666666666667
0.35043837217027174,0,Medium Risk,0,21541,345,4.0
0.3491542996137432,0,Medium Risk,0,30688,597,3.0
0.3477569048533076,0,Medium Risk,0,17831,473,3.0
0.34764660761491045,0,Medium Risk,0,60970,449,4.0
0.3470933910631328,0,Medium Risk,0,1560,35,5.0
0.3461718965920905,0,Medium Risk,0,25813,695,0.0
0.34551753509529604,0,Medium Risk,0,20088,639,4.0
0.3446166740246012,0,Medium Risk,0,10236,91,4.0
0.3446042348907998,0,Medium Risk,0,15342,475,3.333333333333333
0.3414806158857063,0,Medium Risk,0,22881,230,0.0
0.34044046102328,0,Medium Risk,0,22959,445,3.6666666666666665
0.34017822860128766,0,Medium Risk,0,9251,53,5.0
0.33989746782007013,0,Medium Risk,0,41641,241,3.6666666666666665
0.33841626444628564,0,Medium Risk,0,83886,179,3.0
0.3375833377494478,0,Medium Risk,0,14121,474,0.0
0.33590879903623877,0,Medium Risk,0,9036,469,3.5
0.33506260284987954,0,Medium Risk,0,29433,156,3.75
0.33500544860011744,0,Medium Risk,0,7693,478,4.0
0.33405899963382546,0,Medium Risk,0,33506,414,4.0
0.33395960509741845,0,Medium Risk,0,4447,187,3.5
0.3302314128708812,0,Medium Risk,0,21075,406,3.6666666666666665
0.3299379017312839,0,Medium Risk,0,22933,547,4.333333333333333
0.32934768164665323,0,Medium Risk,0,20989,513,3.5
0.3276764655697162,0,Medium Risk,0,3613,89,0.0
0.327414377843646,0,Medium Risk,0,18807,181,4.0
0.3271957237942365,0,Medium Risk,0,14118,341,3.0
0.32687429393222556,0,Medium Risk,0,13266,27,4.25
0.3267766659741944,0,Medium Risk,0,23676,477,4.0
0.326030566227989,0,Medium Risk,0,22423,47,4.2
0.3257829427342369,0,Medium Risk,0,16307,57,3.0
0.32553581562854284,0,Medium Risk,0,28379,430,4.0
0.32552750467004393,0,Medium Risk,0,6252,88,3.0
0.32543587560375703,0,Medium Risk,0,16516,154,4.0
0.32522591525339756,0,Medium Risk,0,50817,128,0.0
0.3201378612265514,0,Medium Risk,0,38975,164,3.5
0.31609125579383585,0,Medium Risk,0,32574,361,3.5
0.3160544699365096,0,Medium Risk,0,43247,54,5.0
0.31537400780185365,0,Medium Risk,0,20293,500,0.0
0.314727052774838,0,Medium Risk,0,11069,462,3.5
0.3144592623458589,0,Medium Risk,0,32477,196,5.0
0.3139831165742764,0,Medium Risk,0,28701,393,4.5
0.31391363170626063,0,Medium Risk,0,36755,59,0.0
0.3137371695875627,0,Medium Risk,0,24494,218,3.0
0.313405397798906,0,Medium Risk,1,12060,685,4.333333333333333
0.3133705936618898,0,Medium Risk,0,39201,262,3.5
0.3129268824688827,0,Medium Risk,1,37847,608,4.0
0.3128436204350445,0,Medium Risk,0,4070,224,3.0
0.31210269238514554,0,Medium Risk,0,20604,680,4.5
0.31000846804707616,0,Medium Risk,0,8058,76,4.2
0.30945639846819367,0,Medium Risk,0,18492,244,4.0
0.3083700232567702,0,Medium Risk,0,70980,154,5.0
0.3080774642416223,0,Medium Risk,0,12567,372,4.142857142857143
0.30796971002393003,0,Medium Risk,0,133298,473,4.5
0.3066801239572525,0,Medium Risk,0,35868,217,4.0
0.3056310943153575,0,Medium Risk,0,30426,239,3.333333333333333
0.30536893200739845,0,Medium Risk,0,78588,14,3.8
0.303843214605664,0,Medium Risk,1,18656,236,5.0
0.3021166043061405,0,Medium Risk,0,94710,366,3.5
0.3021040829141134,0,Medium Risk,0,2326,65,5.0
0.3020030359543482,0,Medium Risk,0,3222,645,3.0
0.301886252334919,0,Medium Risk,0,13325,470,4.5
0.30025139402425505,0,Medium Risk,0,29687,241,4.333333333333333
0.2998769261844621,0,Low Risk,0,24398,291,4.0
0.2993589972446676,0,Low Risk,0,26183,75,4.0
0.2993230581142967,0,Low Risk,0,16810,447,3.0
0.2983850982816323,0,Low Risk,0,41116,410,4.0
0.29775424239316584,0,Low Risk,0,23049,709,4.0
0.2976845609471812,0,Low Risk,0,12422,117,5.0
0.29768289638466044,0,Low Risk,0,8436,339,3.0
0.29742563644183956,0,Low Risk,0,21022,470,3.0
0.2971497350093747,0,Low Risk,0,6460,729,0.0
0.2971489321865289,0,Low Risk,0,30264,255,4.0
0.2964051049787072,0,Low Risk,0,23324,395,3.6666666666666665
0.296342207096693,0,Low Risk,0,8771,66,4.0
0.2961952158623306,0,Low Risk,0,26230,270,4.0
0.29605785378040406,0,Low Risk,0,18926,10,4.0
0.29594666092905536,0,Low Risk,0,28081,730,4.0
0.29369325253042505,0,Low Risk,0,20475,62,3.6666666666666665
0.29366035777016625,0,Low Risk,0,12390,203,4.2
0.29345860494129455,0,Low Risk,0,36112,705,3.0
0.2915705171306284,0,Low Risk,0,20497,51,4.0
0.2907727550604462,0,Low Risk,0,8344,647,3.5
0.290531154021976,0,Low Risk,0,13048,627,0.0
0.2905240867907963,0,Low Risk,0,5142,577,5.0
0.2902814523189756,0,Low Risk,0,36162,715,4.0
0.2901145834333427,0,Low Risk,0,27557,256,3.5
0.29003504590746504,0,Low Risk,0,11567,617,3.0
0.28986639184675284,0,Low Risk,0,13646,645,4.0
0.28949644684189624,0,Low Risk,0,16731,240,4.0
0.2887030333786995,0,Low Risk,0,22642,215,4.0
0.28830320587970054,0,Low Risk,0,1989,420,3.75
0.28759180937360523,0,Low Risk,0,27506,419,3.0
0.2850163323002517,0,Low Risk,0,22290,55,4.0
0.2838508047582044,0,Low Risk,0,4861,112,0.0
0.2834765112614976,0,Low Risk,0,24076,466,5.0
0.2834395152341579,0,Low Risk,0,30385,38,4.2
0.2832731938958562,0,Low Risk,0,13310,373,3.0
0.28271761326230327,0,Low Risk,0,66010,371,3.0
0.2824737016249996,0,Low Risk,0,6776,422,0.0
0.28201432678809973,0,Low Risk,0,21894,703,0.0
0.28094161699567183,0,Low Risk,0,12747,371,3.8
0.2808036495934768,0,Low Risk,0,14708,313,5.0
0.2770000913566299,0,Low Risk,0,21930,638,4.0
0.276572719270769,0,Low Risk,0,7797,672,4.0
0.27559533591142965,0,Low Risk,0,14759,25,4.8
0.2753800552203953,0,Low Risk,0,14250,705,3.5
0.27512529566542127,0,Low Risk,0,23905,629,3.333333333333333
0.2735377231638412,0,Low Risk,0,17260,617,4.0
0.27154068553880334,0,Low Risk,0,71020,102,4.0
0.27125214005687837,0,Low Risk,0,23990,584,4.0
0.27009394615731475,0,Low Risk,0,1178,78,4.2
0.2695841007845939,0,Low Risk,0,70000,112,3.75
0.2681098794843784,0,Low Risk,0,26705,652,4.0
0.26758599293904894,0,Low Risk,0,7072,708,3.333333333333333
0.2664692828381364,0,Low Risk,0,13107,313,5.0
0.26591490631739123,0,Low Risk,0,34392,342,5.0
0.26527071176130024,0,Low Risk,0,21400,570,4.0
0.26505181327354227,0,Low Risk,0,15072,201,4.0
0.2642550936835049,0,Low Risk,0,35424,71,4.0
0.2641761329827338,0,Low Risk,0,10575,579,0.0
0.26293049379274497,0,Low Risk,0,8216,528,3.6666666666666665
0.2600442793831239,0,Low Risk,0,15470,71,4.0
0.25983144100568983,0,Low Risk,0,8522,357,4.25
0.2597003751901477,0,Low Risk,0,27765,37,3.0
0.2591443346814878,0,Low Risk,0,43633,251,3.2
0.2579874993469293,0,Low Risk,0,7451,18,5.0
0.2569148918850923,0,Low Risk,0,7507,306,4.333333333333333
0.2566210923662938,0,Low Risk,0,44601,248,4.0
0.2564389612781638,0,Low Risk,0,22379,422,3.6666666666666665
0.2552843411681949,0,Low Risk,0,52160,62,3.0
0.2551072761773406,0,Low Risk,0,28418,143,4.0
0.2542496637361948,0,Low Risk,0,41630,648,4.0
0.2533003184769266,0,Low Risk,0,12765,175,3.5
0.25276707664942366,0,Low Risk,0,42404,360,4.0
0.2518709130702515,0,Low Risk,0,16520,22,3.0
0.25153631519632325,0,Low Risk,0,48726,464,4.0
0.25049606433080784,0,Low Risk,0,42096,431,4.0
0.24998941479818967,0,Low Risk,0,9332,537,0.0
0.2488232577762602,0,Low Risk,0,10963,213,5.0
0.24777837523806168,0,Low Risk,0,3393,94,3.0
0.24709484471002363,0,Low Risk,0,19382,520,3.75
0.24590555565988814,0,Low Risk,0,456,234,4.6
0.24418880719135533,0,Low Risk,0,48647,477,3.2
0.24368172280237096,0,Low Risk,0,36420,60,0.0
0.24345034139568764,0,Low Risk,0,24084,235,4.0
0.24342491280085216,0,Low Risk,0,68489,603,3.6666666666666665
0.24275551024104203,0,Low Risk,0,28130,272,3.5
0.2422238402994755,0,Low Risk,0,39120,277,3.0
0.24193702084992752,0,Low Risk,0,11003,7,3.6
0.24125488019872837,0,Low Risk,0,33122,125,4.5
0.24088767645922957,0,Low Risk,0,8775,150,0.0
0.23880015689231787,0,Low Risk,0,11852,272,3.0
0.23843135302641333,0,Low Risk,0,31709,107,3.5
0.23784334281240693,0,Low Risk,0,11392,600,4.25
0.23774928683282673,0,Low Risk,0,36456,516,4.5
0.23763064501702158,0,Low Risk,0,25079,394,4.25
0.23668572555957726,0,Low Risk,0,3565,129,4.333333333333333
0.23649689001170757,0,Low Risk,0,3498,97,3.75
0.23626594167348142,0,Low Risk,0,4544,481,5.0
0.23599254023830987,0,Low Risk,0,18168,285,4.666666666666667
0.23550371104232556,0,Low Risk,0,11902,693,4.0
0.23513971790152202,0,Low Risk,0,7513,128,3.5
0.23453686961168826,0,Low Risk,0,23432,352,4.0
0.23446694590860845,0,Low Risk,0,14279,300,4.0
0.23429691942962472,0,Low Risk,0,3389,305,4.0
0.23076460374238128,0,Low Risk,0,11567,453,4.0
0.23015904178644386,0,Low Risk,0,38210,311,4.333333333333333
0.2295985688295607,0,Low Risk,0,30744,446,3.0
0.22866431980280133,0,Low Risk,0,13081,651,4.25
0.22864663205808367,0,Low Risk,1,14327,183,4.25
0.22851361032065892,0,Low Risk,0,12671,204,4.4
0.22793603076329358,0,Low Risk,0,17263,173,4.0
0.2255187623639085,0,Low Risk,0,20039,209,4.5
0.22475449173288178,0,Low Risk,0,23718,429,4.5
0.22301334576439438,0,Low Risk,0,17289,149,4.0
0.22239143454613317,0,Low Risk,0,19250,397,4.0
0.21865152760564768,0,Low Risk,0,6025,685,4.0
0.21834320900474108,0,Low Risk,0,40525,291,3.75
0.21769370943246502,0,Low Risk,0,21666,156,4.0
0.21761314386891925,0,Low Risk,0,30376,376,3.6666666666666665
0.21450024686427455,0,Low Risk,0,28518,248,3.0
0.21423991689479674,0,Low Risk,0,23359,253,4.0
0.21378513581907438,0,Low Risk,0,10381,204,4.5
0.21337135726842565,0,Low Risk,0,2919,675,4.8
0.2130647888497035,0,Low Risk,0,15979,596,3.6666666666666665
0.2121253771666746,0,Low Risk,0,3831,61,4.166666666666667
0.21202442041495853,0,Low Risk,0,40713,228,0.0
0.21151423982305442,0,Low Risk,0,16592,680,0.0
0.21081707171372913,0,Low Risk,0,2332,149,3.0
0.21013199832382157,0,Low Risk,0,10659,649,0.0
0.20988335184504708,0,Low Risk,0,31108,607,3.5
0.20973619159372917,0,Low Risk,0,28120,321,4.0
0.20875886454374373,0,Low Risk,0,8889,248,0.0
0.20712489257755112,0,Low Risk,0,27966,34,3.5
0.20647893769459708,0,Low Risk,0,12030,661,3.5
0.20614901698173443,0,Low Risk,0,130152,362,4.0
0.20583508940552395,0,Low Risk,0,16875,62,4.666666666666667
0.20576229828526763,0,Low Risk,0,12116,122,4.5
0.2050231950945641,0,Low Risk,0,15600,199,3.5
0.20321109531015583,0,Low Risk,0,27746,481,4.0
0.20275376194061157,0,Low Risk,0,41267,154,3.5
0.20226486384718112,0,Low Risk,0,39614,71,4.0
0.20007652211568672,0,Low Risk,0,10063,261,4.333333333333333
0.19977720502239457,0,Low Risk,0,15181,159,4.0
0.19889194684888614,0,Low Risk,0,4818,32,4.333333333333333
0.19744595505511653,0,Low Risk,0,2622,639,3.5
0.1968147661562145,0,Low Risk,0,11893,121,3.0
0.19588872175849179,0,Low Risk,0,1695,291,4.5
0.19477698256780196,0,Low Risk,0,12125,400,5.0
0.19258952224400225,0,Low Risk,0,11087,420,5.0
0.19188382990927397,0,Low Risk,0,4194,290,4.25
0.19182376265830287,0,Low Risk,0,46666,649,4.0
0.19131163057659006,0,Low Risk,0,4910,523,4.666666666666667
0.19052595678395018,0,Low Risk,0,31989,278,5.0
0.1900251905478498,0,Low Risk,0,11844,262,4.666666666666667
0.189455849985026,0,Low Risk,0,10312,146,3.0
0.1891072805322763,0,Low Risk,0,48456,580,3.5
0.18708007883027292,0,Low Risk,0,9773,425,4.25
0.18699086852482963,0,Low Risk,0,20964,265,3.0
0.18655327632874186,0,Low Risk,0,15802,304,3.5
0.1844302785457872,0,Low Risk,0,23905,91,3.2
0.1835035247877473,0,Low Risk,0,9669,6,4.5
0.18284124436152205,0,Low Risk,0,18559,452,4.0
0.18070216328117955,0,Low Risk,0,444,392,3.6666666666666665
0.1804799062761606,0,Low Risk,0,14751,561,4.2
0.17667742466371833,0,Low Risk,0,35519,45,3.5
0.1749150445390399,0,Low Risk,0,15960,52,3.5
0.17456093095567762,0,Low Risk,0,33491,2,4.0
0.17449435517859258,0,Low Risk,0,3112,130,4.0
0.1736564942406574,0,Low Risk,0,12603,77,3.0
0.17189700720562745,0,Low Risk,0,34589,401,4.0
0.1708547806090182,0,Low Risk,0,51109,608,4.0
0.17046954058692554,0,Low Risk,0,29407,32,3.0
0.16797038967558237,0,Low Risk,0,20131,191,4.0
0.1676850196288324,0,Low Risk,0,5771,66,3.6666666666666665
0.1664227699732389,0,Low Risk,0,20664,50,4.0
0.1663760509225032,0,Low Risk,0,25790,513,4.0
0.16634701519430756,0,Low Risk,0,35836,27,4.25
0.166000826220549,0,Low Risk,0,16168,570,5.0
0.16484652070390865,0,Low Risk,0,21324,134,4.0
0.16270068618945238,0,Low Risk,0,14373,607,3.0
0.1625772580541912,0,Low Risk,0,26608,149,3.5
0.16057394890549198,0,Low Risk,0,21237,698,4.25
0.1604046959468897,0,Low Risk,0,46912,514,4.4
0.15984324412155904,0,Low Risk,0,24489,109,4.0
0.1558800060123493,0,Low Risk,0,15081,45,4.0
0.1554264859453182,0,Low Risk,0,6321,428,0.0
